company,date,description,venue,profession,hospitality,attendees,cost,hospitalityCost,originalHospitalityCost,originalCost,originalAttendees,nurses,pharmacists,gps,mentalhealth,rehab,oncologists,other,spendratio
janssen,2007-12-01,Hospital Grand Rounds,Education Room Wyong Hospital Hamlyn Terrace,Psychiatrist; Registrars and Case Managers,Sandwiches; fruit; juice and tea/coffee,19,340,340,$340,$340,19,0,0,0,1,0,0,0,18
janssen,2007-12-01,Royal Australasian College of Physicians Queensland Branch Annual Scientific Meeting - weekend This event was organised by Royal Australasian College of Physicians and Janssen-Cilag was not responsible for inviting the attendees or organising the educational content,Sheraton Noosa Resort Noosa Heads,Geriatricians; Cardiologists; Respiratory Specialists; Surgeons and General/Internal Consultants,,45,1500,,,Sponsorship of $1;500 Janssen-Cilag was not responsible for organising this function and therefore does not know the total cost,45,0,0,0,0,0,0,1,33
janssen,2007-12-01,Journal Club Images in neuroscience,Monash Medical Centre Clayton,Psychiatrists and Advances Trainees,Sandwiches; wraps and juice,22,110,110,$110,$110,22,0,0,0,1,0,0,0,5
janssen,2007-12-01,Journal Club Cases of interest from the outpatient clinic,Princess Alexandra Hospital Woolloongabba,Advanced Trainees and Registrars,Sandwiches; salad and juices,7,85,85,$85,$85,7,0,0,0,0,0,0,1,12
janssen,2007-12-01,Early Psychosis Forum 2007 - 2 days This event was organised by Westmead Hospital and Janssen-Cilag was not responsible for inviting the attendees or organising the educational content,Education and Conference Centre Westmead Hospital,Psychaitrists; Advanced Trainees; Psychologist; General Practitioner and Nurses,,150,1500,,,Sponsorship of $1;500 Janssen-Cilag was not responsible for organising this function and therefore does not know the total cost,150,1,0,1,0,0,0,0,10
janssen,2007-12-01,Inservice Transdermal patch application and adhesion - 30 mins,Gold Coast Hospital Southport,Nurses,Croissants and juice,6,65,65,$65,$65,6,1,0,0,0,0,0,0,11
janssen,2007-12-01,Presentation on clinical paper of long-acting injectable product vs oral medication for schizophrenia or schizoaffective disorder - 1 hour,Conference Room Inner City Community Mental Health Service Perth,Psychiatrists and Advanced Trainees,Sandwiches and juice,7,100,100,$100,$100,7,0,0,0,1,0,0,0,14
janssen,2007-12-01,Journal Club Long-acting injectable product vs tablets for schizophrenia or schizo affective disorder,Education Building Gold Coast Hospital Southport,Psychiatrists and Advanced Trainees,Sandwiches and fruit,10,140,140,$140,$140,10,0,0,0,1,0,0,0,14
janssen,2007-12-01,Inservice Efficacy; compliance and tolerability of transdermal patches for pain - 45 mins,Prince of Wales Hospital Randwick,Psychiatrists; Advanced Trainees and Nurses,Sandwiches and soft beverages,14,155,155,$155,$155,14,1,0,0,1,0,0,0,11
janssen,2007-12-01,Janssen-Cilag Evening Meeting Early psychosis and the management of psychotic disorders - the facts and the data Presentation and facilitated discussion - 1.5 hours,Candelori's Restaurant Smithfield,Psychaitrists; Advanced Trainees; Psychologist; General Practitioner and Nurses,3 course dinner with alcohol/non-alcoholic beverages,75,7300,6800,$6;800,$7;300,75,1,0,1,0,0,0,0,97
janssen,2007-12-01,Journal Club Discussion of metabolism of proton pump inhibitors,Princess Alexandra Hospital Woolloongabba,Gastroenterologists; Advanced Trainees and Registrars,Sandwiches and non- alcoholic beverages,7,85,85,$85,$85,7,0,0,0,0,0,0,1,12
janssen,2007-12-01,Janssen-Cilag Evening Meeting Presentation on the management of chronic daily headache and migraine - 1.5 hours,The Red Ochre Grill North Adelaide,General Practitioners,3 course dinner with alcohol/non-alcoholic beverages,27,2540,2040,$2;040,$2;540,27,0,0,1,0,0,0,0,94
janssen,2007-12-01,Journal Club Oncology clinical paper presentation and patient case study,Royal Brisbane & Women's Hospital Herston,Oncologists; Registrars; and Nurses,Muffins and juice,38,220,220,$220,$220,38,1,0,0,0,0,1,0,6
janssen,2007-12-01,Hospital Grand Rounds,Royal Brisbane & Women's Hospital Herston,Psychiatrists and Advanced Trainees,Croissants and juice,28,145,145,$145,$145,28,0,0,0,1,0,0,0,5
janssen,2007-12-01,Journal Club Patient educational materials on psychosis,Armadale Health Service Armadale,Psychiatrists; Advanced Trainees and Registrars,Chinese meal and orange juice,12,50,50,$50,$50,12,0,0,0,1,0,0,0,4
janssen,2007-12-01,Inservice Resources and educational materials available for staff and patients - 45 mins,Southport Community Mental Health Service,Nurses,Sandwiches and juice,10,140,140,$140,$140,10,1,0,0,0,0,0,0,14
janssen,2007-12-01,Inservice Appropriate patient selection for long-acting antipsychotic therapy - 45 mins,Country Fire Authority Kerang,Case Managers,Sandwich lunch,17,160,160,$160,$160,17,0,0,0,0,0,0,1,9
janssen,2007-12-01,Journal Club Rate of depression in the community,Community Mental Health Centre Ryde Hospital Eastwood,Psychiatrists; Registrars and Case Managers,Sandwiches and fruit,8,160,160,$160,$160,8,0,0,0,1,0,0,0,20
janssen,2007-12-01,Janssen-Cilag Educational Workshop Workshop 1: Issues surrounding gaps in medication and the associated risk of relapse and functional decline - 2 hours Component of an active learning program RACGP allocated 30 QA & CPD points (Category 1),Estivo Restaurant Kew,General Practitioners,3 course dinner with alcohol/non-alcoholic beverages,17,5790,1280,$1;280,$5;790,17,0,0,1,0,0,0,0,341
janssen,2007-12-01,Janssen-Cilag Educational Workshop Management of chronic pain in the general practice setting - 1.5 hours 3 RACGP Category 2 CPD points 1.5 ACRRM PD points,Conversations Restaurant Geraldton,General Practitioners,3 course dinner with alcohol/non-alcoholic beverages,9,1770,770,$770,$1;770,9,0,0,1,0,0,0,0,197
janssen,2007-12-01,Janssen-Cilag Evening Meeting Presentation and facilitated discussion on migraine prevention - 1.5 hours,Wildflower Restaurant Canterbury Vic,General Practitioners,3 course dinner with alcohol/non-alcoholic beverages,21,2480,1730,$1;730,$2;480,21,0,0,1,0,0,0,0,118
janssen,2007-12-01,Janssen-Cilag Educational Workshop Review of proton pump inhibitors - 2 hours Component of program allocated 30 RACGP Category 1 CPD points,Restaurant Rapide Camp Hill,General Practitioners,3 course dinner with alcohol/non-alcoholic beverages,24,11700,2790,$2;790,$11;700,24,0,0,1,0,0,0,0,488
janssen,2007-12-01,Janssen-Cilag Educational Workshop Workshop 2: Impact of negative symptoms and side effects - 2 hours Component of an active learning program RACGP allocated 30 QA & CPD points (Category 1),Spring Lakes Hotel Springfield Lakes,General Practitioners,3 course dinner with alcohol/non-alcoholic beverages,10,3200,455,$455,$3;200,10,0,0,1,0,0,0,0,320
janssen,2007-12-01,Janssen-Cilag Educational Evening Meeting Presentation and facilitated discussion: Marijuana and Madness - 1.5 hours,Crowne Plaza Hotel Coogee Beach,Psychiatrists; Registrars; General Practitioners and Case Managers,3 course dinner with alcohol/non-alcoholic beverages,105,12500,12000,$12;000,$12;500,105,0,0,1,1,0,0,0,119
janssen,2007-12-01,Janssen-Cilag Evening Meeting Presentation on the management of chronic daily headache and migraine - 1.5 hours,Jolleys Boathouse Restaurant Adelaide,General Practitioners,3 course dinner with alcohol/non-alcoholic beverages,24,2530,2030,$2;030,$2;530,24,0,0,1,0,0,0,0,105
janssen,2007-12-01,Dinner in association with Renal Week 2007: American Society of Nephrology Annual Meeting in California,Puccini & Pinetti Italian Bar and Grill San Francisco California,Nephrologists,3 course dinner with alcohol/non-alcoholic beverages,15,2500,2500,$2;500,$2;500,15,0,0,0,0,0,0,1,167
janssen,2007-12-01,Janssen-Cilag Educational Workshop Management of chronic pain in the general practice setting - 1.5 hours 3 RACGP Category 2 CPD points 1.5 ACRRM PD points,Platinum Blu Erina,General Practitioners,3 course dinner with alcohol/non-alcoholic beverages,14,2170,910,$910,$2;170,14,0,0,1,0,0,0,0,155
janssen,2007-12-01,Journal Club Repeated self-injury,Seminar Room Alma St Clinic Fremantle,Psychiatrists; Advanced Trainees and Registrars,Chinese meal and orange juice,16,90,90,$90,$90,16,0,0,0,1,0,0,0,6
janssen,2007-12-01,Journal Club Behavioural disturbances in dementia,Caloundra Hospital,Geriatricians and Registrars,Sandwich and juice,5,70,70,$70,$70,5,0,0,0,0,0,0,1,14
janssen,2007-12-01,Journal Club Scope of Nursing Practice Meeting,Gold Coast Hospital Robina,Nurses,Sandwiches and juice,20,180,180,$180,$180,20,1,0,0,0,0,0,0,9
janssen,2007-12-01,Journal Club Therapy of non-chronic myeloid leukaemia myeloproliferative diseases,William Buckland Seminar Room Alfred Hospital Prahran,Haemotologists; Advanced Trainees; Nurses; Registrars,Sandwiches; fruit and non-alcoholic beverages,19,320,320,$320,$320,19,1,0,0,0,0,0,0,17
janssen,2007-12-01,Advanced Trainee Geriatric Meeting Planned presentation (cancelled due to medical emergency): Working in Private Practice as a Geriatrician Meeting utlilsed for planning of national meeting to be held in May 2008 - 1.5 hours,The Continental Café New Farm,Geriatric Advanced Trainees and Registrars,3 course dinner with alcohol/non-alcoholic beverages,8,450,450,$450,$450,8,0,0,0,0,0,0,1,56
janssen,2007-12-01,Janssen-Cilag Evening Meeting Discussion of clincal paper on prevalence of dementia - 1 hour,Ottoman Cuisine Barton,Geriatricians; Advanced Trainees and Registrars,3 course dinner with alcohol/non-alcoholic beverages,10,650,650,$650,$650,10,0,0,0,0,0,0,1,65
janssen,2007-12-01,NSW Gastroenterology Registrar Meeting Private gastroenterology practice and taxation issues - 1 hour presentation This event was organised by NSW Gastroenterology Registrars and Janssen-Cilag was not responsible for inviting the attendees or organsing the educational content,Mission Restaurant and Bar Chippendale,Gastroenterology Advanced Trainees,3 course dinner with alcohol/non-alcoholic beverages,19,600,,,Sponsorship of $600 as payment of partial cost of dinner Janssen-Cilag was not responsible for organising this function and therefore does not know the total cost,19,0,0,0,0,0,0,1,32
janssen,2007-12-01,Journal Club Patient case review,Royal Adelaide Hospital,Psychiatrists and Advanced Trainees,Pasta; salad and chicken.,10,160,160,$160,$160,10,0,0,0,1,0,0,0,16
janssen,2007-12-01,Journal Club Update from Australian Gastroenterology Week,Gastroenterology Department Nepean Hospital Penrith,Gastroenterologists; Advanced Trainees,Sandwiches; wraps; fruit; cake and juices,5,80,80,$80,$80,5,0,0,0,0,0,0,1,16
janssen,2007-12-01,Janssen-Cilag Educational Workshop Management of chronic pain in the general practice setting - 1.5 hours 3 RACGP Category 2 CPD points 1.5 ACRRM PD points,Va Tutto Restaurant Ivanhoe,General Practitioners,3 course dinner with alcohol/non-alcoholic beverages,16,1840,930,$930,$1;840,16,0,0,1,0,0,0,0,115
janssen,2007-12-01,Inservice Management of adverse effects during treatment of multiple myeloma - 45 mins,Mater Misericordiae Private Hospital South Brisbane,Nurses,Cake,10,45,45,$45,$45,10,1,0,0,0,0,0,0,5
janssen,2007-12-01,Inservice Mechanism of action; interactions; safety and efficacy of acetycholinesterase inhibitor - 1 hour,Royal Children's Hospital Parkville,Pharmacists,Sandwiches; finger food; fruit and juice,21,200,200,$200,$200,21,0,1,0,0,0,0,0,10
janssen,2007-12-01,Inservice Medication adherence and improvements to quality of life - 45 mins,Toowoomba Base Hospital Toowoomba,Psychiatrists; Case Managers; Social Workers and Nurses,Sandwiches; juice; fruit; and cookies,49,300,300,$300,$300,49,1,0,0,1,0,0,0,6
janssen,2007-12-01,Journal Club Case study presentation,Mandala Education Room Gosford Hospital,Psychiatrists and Registrars,Cheese and fruit platters,5,170,170,$170,$170,5,0,0,0,1,0,0,0,34
janssen,2007-12-01,Presentation and facilitated discussion on reducing the risk of violence in those with schizophrenia - 1 hour,Townsville Acute Mental Health Unit Douglas,Psychiatrists; Registrars and Advanced Trainees,Sandwich wraps; juice; fruit and soda water,20,140,140,$140,$140,20,0,0,0,1,0,0,0,7
janssen,2007-12-01,Hospital Grand Rounds,Fremantle Hospital Fremantle,Advanced Trainees; Registrars; Specialists,Chinese lunch and juice,27,150,150,$150,$150,27,0,0,0,0,0,0,1,6
janssen,2007-12-01,Journal Club Movement disorder,Neurology Department Royal Prince Alfred Hospital Camperdown,Neurologists; Specialists; Registrars,Buffett lunch and non- alcoholic beverages,12,180,180,$180,$180,12,0,0,0,0,0,0,1,15
janssen,2007-12-01,Brisbane South Division of General Practice Meeting Discussion of the Medicare Mental Health Care items and the use/issues of referred patient assessment and management plan - 2 hours This event was organised by the Brisbane South Division of General Practice and Janssen-Cilag was not responsible for inviting the attendees or organising the educational content,Glen Hotel Mount Gravatt,Psychiatrists; General Practitioners and Nurses,2 course dinner with alcohol/non-alcoholic beverages,35,1000,,,Sponsorship of $1;000 Janssen-Cilag was not responsible for organising this function and therefore does not know the total cost,35,1,0,0,1,0,0,0,29
janssen,2007-12-01,Janssen-Cilag Educational Workshop Workshop 1: Issues surrounding gaps in medication and the associated risk of relapse and functional decline - 2 hours Workshop 2: Impact of negative symptoms and side effects - 2 hours Components of an active learning program RACGP allocated 30 QA & CPD points (Category 1),Left Bank Café Restaurant Echuca,General Practitioners and Case Managers,3 course dinner with alcohol/non-alcoholic beverages,22,12400,1500,$1;500,$12;400,22,0,0,1,0,0,0,0,564
janssen,2007-12-01,Inservice Renal Anaemia Workshop - 1/2 day,Lismore Base Hospital Lismore,Nurses,Cakes; sandwiches; fruit; juice and coffee/tea,8,100,100,$100,$100,8,1,0,0,0,0,0,0,13
janssen,2007-12-01,Hospital Grand Rounds,Radiology Theatre Royal Perth Hospital,Gastroenterologists; Advanced Trainees and Nurses,Sandwiches; fruit and non-alcoholic beverages,31,250,250,$250,$250,31,1,0,0,0,0,0,0,8
janssen,2007-12-01,Psychiatry Grand Rounds Collaboration between mental health workers and domestic violence workers,Mandala Education Room Gosford Hospital,Psychiatrists; Registrars and Case Managers,Sandwiches; fruit and non-alcoholic beverages,20,300,300,$300,$300,20,0,0,0,1,0,0,0,15
janssen,2007-12-01,ACT Division of General Practice Annual General Meeting This event was organised by ACT Division of General Practice and Janssen-Cilag was not responsible for inviting the attendees or organsing the educational content,Conference Room Hyatt Hotel Canberra,General Practitioners,,60,1000,,,Sponsorship of $1;000 Janssen-Cilag was not responsible for organising this function and therefore does not know the total cost,60,0,0,1,0,0,0,0,17
janssen,2007-12-01,Australian Pain Society Canberra Pain Day This event was organised by Australian Pain Society and Janssen- Cilag was not responsible for inviting the attendees or organsing the educational content,University House The Australian University Canberra,Pain Management Consultants,,50,2000,,,Sponsorship of $2;000 Janssen-Cilag was not responsible for organising this function and therefore does not know the total cost,50,0,0,0,0,0,0,1,40
janssen,2007-12-01,Shoalhaven Medical Association Seminar CPD accredited sessions covering variety of medical topics - 2 days This event was organised by Shoalhaven Medical Association and Janssen-Cilag was not responsible for inviting the attendees or organsing the educational content,Worrigee House Conference Centre Worrigee,General Practitioners,,40,2000,,,Sponsorship of $2;000 Janssen-Cilag was not responsible for organising this function and therefore does not know the total cost,40,0,0,1,0,0,0,0,50
janssen,2007-12-01,Journal Club Cases of interest from outpatient clinics,Princess Alexandra Hospital Woolloongabba,Advanced Trainees and Registrars,Sandwiches and juice,7,75,75,$75,$75,7,0,0,0,0,0,0,1,11
janssen,2007-12-01,Haematology Grand Rounds,Royal North Shore Hospital St Leonards,Haemotologists; Advanced Trainees; Registrars; Pharmacists and Nurses,Sandwiches; fruit and non-alcoholic beverages,42,450,450,$450,$450,42,1,1,0,0,0,0,0,11
janssen,2007-12-01,Research Meeting Presentation on osmotic nephropathy post intravenous immunoglobulin (IVIG),Queen Elizabeth Hospital Woodville South,Nephrologists; Pharmacists; Advanced Trainee and Nurses,Sandwiches; fruit and soft beverages,10,180,180,$180,$180,10,1,1,0,0,0,0,0,18
janssen,2007-12-01,Hospital Grand Rounds Oncology forum,St George Hospital Kogarah,Palliative Care Specialists; Oncologists; Registrars and Nurses,Sandwiches; finger food; fruit and juice,21,370,370,$370,$370,21,1,0,0,0,0,1,0,18
janssen,2007-12-01,Inservice Discussion of clinical paper on long-acting injectable product vs tablets for schizophrenia or schizoaffective disorder - 45 mins,Rockhampton Base Hospital Rockhampton,Psychiatrists and Case Managers,Cakes and juice,19,50,50,$50,$50,19,0,0,0,1,0,0,0,3
janssen,2007-12-01,Multiple Discipline Meeting Review of patient case studies in nephrology and transplantation,Tutorial Room Royal Prince Alfred Hospital Camperdown,Nephrologists; Transplant Co- ordinators; Advanced Trainees; Pharmacists and Nurses,Sandwiches and juice,20,220,220,$220,$220,20,1,1,0,0,0,0,0,11
janssen,2007-12-01,Journal Club Prescribing of opiods for cancer pain,Dept of Pain Management Royal Perth Hospital,Anaesthetists and Registrars,Croissants and fruit platters,18,150,150,$150,$150,18,0,0,0,0,0,0,1,8
janssen,2007-12-01,Journal Club Incidence of metabolic syndrome from atypical antipsychotics,Mandala Education Room Gosford Hospital,Psychiatrists and Registrars,Muffins and juice,12,60,60,$60,$60,12,0,0,0,1,0,0,0,5
janssen,2007-12-01,Journal Club Dual diagnosis,Wollongong Community Mental Health Wollongong,Psychiatrists; Advanced Trainees; Registrars and Nurses,Muffins; fruit platter and soft beverages,20,270,270,$270,$270,20,1,0,0,1,0,0,0,14
janssen,2007-12-01,Journal Club Iron in paediatrics,Gold Coast Hospital Southport,Paediatricians and Registrars,Sandwiches,12,220,220,$220,$220,12,0,0,0,0,0,0,1,18
janssen,2007-12-01,Inservice Appropriate patient selection for long-acting injection antipsychotic - 30 mins,Beafort Clinic Woodville,Case Managers,Cakes; chocolates and juice,8,65,65,$65,$65,8,0,0,0,0,0,0,1,8
janssen,2007-12-01,Australian Leukaemia and Lymphoma Group (ALLG) Meeting 2007 - 3 days This event was organised by the ALLG and Janssen-Cilag was not responsible for inviting the attendees or organsing the educational content,Stamford Plaza Hotel Double Bay,Clinical Haematologists; Scientists; Clinical Trial Coordinators and Data Managers,,80,10000,,,Sponsorship of $10;000 Janssen-Cilag was not responsible for organising this function and therefore does not know the total cost,80,0,0,0,0,0,0,1,125
janssen,2007-12-01,Epilepsy Society of Australia Annual Scientific Meeting - 3 days This event was organised by the Organising Committee of the Epilepsy Society of Australia and Janssen-Cilag was not responsible for inviting the attendees or organsing the educational content,Hilton Adelaide Hotel,Neurologists; Allied Healthcare Professionals and Nurses,,250,22750,,,Sponsorship of $22;750 Janssen-Cilag was not responsible for organising this function and therefore does not know the total cost,250,1,0,0,0,0,0,0,91
janssen,2007-12-01,Journal Club Management of haematology cancers and infections following bone marrow tranplants,Conference Room Royal Prince Alfred Hospital Camperdown,Haematogists; Registrars; Pharmacists and Nurses,Croissants and fruit platter,12,140,140,$140,$140,12,1,1,0,0,0,0,0,12
janssen,2007-12-01,Palliative Care Meeting Discussions of palliative care services This event was organised by the General Practitioners Association of Geelong and Janssen-Cilag was not responsible for inviting the attendees or organsing the educational content,Winters Café Newtown VIC,General Practitioners; Registrars; Specialists and Nurses,Bagels; pastries and juice,17,190,190,$190,$190,17,1,0,1,0,0,0,0,11
janssen,2007-12-01,Journal Club Bone marrow transplant meeting,Mater Adults Hospital South Brisbane,Haemotologists; Advanced Trainees and Registrars,Sandwiches; fruit; pastries and juice,7,140,140,$140,$140,7,0,0,0,0,0,0,1,20
janssen,2007-12-01,Journal Club Neuroprotection,Osborne Park Hospital Stirling,Geriatricians and Nurses,Finger food and juice,15,190,190,$190,$190,15,1,0,0,0,0,0,0,13
janssen,2007-12-01,Inservice Demonstration of reconstitution and dosing techniques - 30 mins,Wynnum Adult Mental Health Wynnum,Case Managers and Psychologists,Sandwiches and cake,7,50,50,$50,$50,7,0,0,0,0,0,0,1,7
janssen,2007-12-01,Journal Club Registrar presentation and case review,Harvester Clinic Sunshine,Psychiatrists and Advanced Trainees,Sandwiches,8,150,150,$150,$150,8,0,0,0,1,0,0,0,19
janssen,2007-12-01,Inservice Renal Anaemia Education - 45 mins,Gold Coast Hospital Southport,Nephrology Educator and Nurses,Sandwiches; juice and fruit,11,65,65,$65,$65,11,1,0,0,0,0,0,0,6
janssen,2007-12-01,Journal Club Palliative care case study presentation and discussion,Westmead Hospital Westmead,Registrars and Nurses,Cheese and Biscuits,10,100,100,$100,$100,10,1,0,0,0,0,0,0,10
janssen,2007-12-01,General Practitioner Education Meeting Presentation on new developments in stimulant medication - 1 hour 2 RACGP Category 2 CPD points This event was organised by the Great Southern General Practice Network Albany and Janssen-Cilag was not responsible for inviting the attendees or organsing the educational content,Midds Blue Water Restaurant Albany,General Practitioners,2 course dinner and alcoholic/non-alcoholic beverages,10,420,420,$420,Sponsorship of $420 as payment for cost of dinner Janssen-Cilag was not responsible for organising this function and therefore does not know the total cost,10,0,0,1,0,0,0,0,42
janssen,2007-12-01,Hospital Grand Rounds,Westmead Hospital,Psychiatrists; Advanced Trainees; Nurses; Registrars,Wraps and finger food,38,370,370,$370,$370,38,1,0,0,1,0,0,0,10
janssen,2007-12-01,The Society of Hospital Pharmacists of Australia (SHPA) Federal Conference 2007 Integration: Putting it all Together - 4 days This event was organised by the Society of Hospital Pharmacists of Australia and Janssen-Cilag was not responsible for inviting the attendees or organsing the educational content,Sydney Convention and Exhibition Centre Darling Harbour,Pharmacists,,400,6000,,,Sponsorship of $6;000 Janssen-Cilag was not responsible for organising this function and therefore does not know the total cost,400,0,1,0,0,0,0,0,15
janssen,2007-12-01,Registrar Medical Meeting Stroke,Queen Elizabeth II Jubilee Hospital; Coopers Plains,Geriatricians; Advanced Trainees; General/ Internal Medicine Consultants,Sandwiches; fruit and soft beverages,15,230,230,$230,$230,15,0,0,0,0,0,0,1,15
janssen,2007-12-01,Janssen-Cilag Educational Workshop Workshop 1: Issues surrounding gaps in medication and the associated risk of relapse and functional decline - 2 hours Component of an active learning program RACGP allocated 30 QA & CPD points (Category 1),Watersedge Restaurant Whyalla Foreshore Motor Inn,Case Managers and Nurses,3 course dinner with alcohol/non-alcoholic beverages,8,3060,760,$760,$3;060,8,1,0,0,0,0,0,0,383
janssen,2007-12-01,Janssen-Cilag Educational Workshop Management of chronic pain in the general practice setting - 1.5 hours 3 RACGP Category 2 CPD points 1.5 ACRRM PD points,East Empress Restaurant Glen Waverley,General Practitioners,3 course dinner with alcohol/non-alcoholic beverages,14,2120,870,$870,$2;120,14,0,0,1,0,0,0,0,151
janssen,2007-12-01,Journal Club Transplant patient case review,John Hunter Hospital New Lambton,Nephrologists; Advanced Trainees and Transplant Coordinators,Croissants and fruit,21,110,110,$110,$110,21,0,0,0,0,0,0,1,5
janssen,2007-12-01,Chemotherapy Nurses Study Day This event was organised by Royal Perth Hospital and Janssen-Cilag was not responsible for inviting the attendees or organsing the educational content,Royal Perth Hospital Perth,Nurses,Pastries; fruit and croissants,18,160,160,$160,Sponsorship of $160 as payment for morning tea Janssen-Cilag was not responsible for organising this function and therefore does not know the total cost,18,1,0,0,0,0,0,0,9
janssen,2007-12-01,Inservice Update on safety related changes to product information - 45 mins,Nambour General Hospital,Nephrologists and Nurses,Sandwiches and juice,7,40,40,$40,$40,7,1,0,0,0,0,0,0,6
janssen,2007-12-01,Inservice Transdermal patch application; dosing and side effect profile for oncology and palliative care pain management - 45 mins,Allied Health Staff Development Unit Greenslopes Private Hospital,Pain Management Consultant and Nurses,Sandwiches; fruit and non-alcoholic beverages,17,190,190,$190,$190,17,1,0,0,0,0,0,0,11
janssen,2007-12-01,Journal Club Renal patient case review,Clinical Sciences Building Concord Repatriation Hospital,Nephrologists; Advanced Trainees and Nurses,Muffins; fruit and juice,17,120,120,$120,$120,17,1,0,0,0,0,0,0,7
janssen,2007-12-01,Janssen-Cilag Evening Meeting (1) Discussion of clinical paper review of the use of proton pump inhibitors in elderly patients - 45 mins (2) Case study presentation - 45 mins,Cosenza's Seafood Restaurant Bunbury,Gastroenterologists; Advanced Trainees; Surgeons; Practice Managers,3 course dinner with alcohol/non-alcoholic beverages,8,610,610,$610,$610,8,0,0,0,0,0,0,1,76
janssen,2007-12-01,Janssen-Cilag Educational Forum Continuities and Discontinuities of Youth Mental Health Symposium - 1 day Scientific forum focused on establishing an interdisciplinary dialogue between clinicians who care for children; adolescents and young adults with mental health problems,Sheraton on the Park Sydney,Paediatricians and Psychiatrists,3 course dinner with alcohol/non-alcoholic beverages Breakfast and buffet lunch with non-alcoholic beverages Travel and accommodation for 30 Parking/taxi for 17,50,65800,30600,$30;600,$65;800,50,0,0,0,1,0,0,0,1316
janssen,2007-12-01,Journal Club Presentation by Occupational Therapist,Nepean Hospital Kingswood,Geriatricians; Advanced Trainees and Nurses,Croissants; muffins; fruit; and juice,13,190,190,$190,$190,13,1,0,0,0,0,0,0,15
janssen,2007-12-01,Nephrology Nurses Meeting - 5 hours This event was organised by the Queensland Nephrology Nurses Network and Janssen-Cilag was not responsible for inviting the attendees or organsing the educational content,Princess Alexandra Hospital Woolloongabba,Nurses,Morning tea - cakes and beverages Lunch - sandwiches; finger food; fruit and juice,40,450,450,$450,Sponsorship of $450 as payment for catering Janssen-Cilag was not responsible for organising this function and therefore does not know the total cost,40,1,0,0,0,0,0,0,11
janssen,2007-12-01,Journal Club Presentation by Dietician,Monash Medical Centre Clayton,Gastroenterologists; Advanced Trainees; Nurses; Registrars,Sandwiches; bagels; fruit and juice,12,100,100,$100,$100,12,1,0,0,0,0,0,0,8
janssen,2007-12-01,Inservice Product reconstitution techniques - 30 mins,Aged Persons Acute Mental Health Unit Broadmeadows,Nurses,Muffins and juice,6,30,30,$30,$30,6,1,0,0,0,0,0,0,5
janssen,2007-12-01,Janssen-Cilag Educational Workshop Management of chronic pain in the general practice setting - 1.5 hours 3 RACGP Category 2 CPD points 1.5 ACRRM PD points,Café 29 Lismore,General Practitioners,3 course dinner with alcohol/non-alcoholic beverages,18,2765,1300,$1;300,$2;765,18,0,0,1,0,0,0,0,154
janssen,2007-12-01,South East NSW Division of General Practice Annual General Meeting and Conference Clinical and Practice Stream educational sessions - 2 days This event was organised by the South East NSW Division of General Practice and Janssen-Cilag was not responsible for inviting the attendees or organising the educational content,Ecopoint Murramarang South Durras,General Practitioners; Nurses and Practice Managers,,100,2000,,,Sponsorship of $2;000 Janssen-Cilag was not responsible for organising this function and therefore does not know the total cost,100,1,0,1,0,0,0,0,20
janssen,2007-12-01,Inaugural meeting of the Royal Australasian College of Surgeons Section of Transplantation Surgery and the Transplantation Society of Australia and New Zealand Controversies in Transplant Surgery - 6 hours This event was organised by the Transplantation Society of Australia and New Zealand and Janssen-Cilag was not responsible for inviting the attendees or organsing the educational content,Kerry Packer Auditorium Royal Prince Alfred Hospital Camperdown,Nephrologists; Surgeons; Nurses; Transplant Co- ordinator and Allied Healthcare Professionals,Lunch: sandwiches; fruit and non-alcoholic beverages,75,750,750,$750,Sponsorship of $750 as payment for cost of lunch Janssen-Cilag was not responsible for organising this function and therefore does not know the total cost,75,1,0,0,0,0,0,0,10
janssen,2007-12-01,Renal Society of Australasia Queensland Branch Education Day This event was organised by RSA Queensland Branch and Janssen- Cilag was not responsible for inviting the attendees or organising the educational content,Hotel Grand Chancellor Spring Hill,Nursing Unit Managers; Educators and Nurses,Buffet lunch and afternoon tea,45,370,370,$370,$370,45,1,0,0,0,0,0,0,8
janssen,2007-12-01,Mental Health Symposium Cultural differences and its impact on treatment of patients with psychoses - 1 day This event was organised by Werribee Mental Health Service and Janssen-Cilag was not responsible for inviting the attendees or organising the educational content,Werribee Mental Health Service Community Centre Wyndham,Psychiatrists; Advanced Trainees; Case Managers and Nurses,,20,500,,,Sponsorship of $500 Janssen-Cilag was not responsible for organising this function and therefore does not know the total cost,20,1,0,0,1,0,0,0,25
janssen,2007-12-01,Inservice Product reconstitution and administration techniques and patient educational resources - 45 mins,Shellharbour Hospital,Psychiatrists; Advanced Trainees; General Practitioners and Nurses,Pastries and juice,43,180,180,$180,$180,43,1,0,1,1,0,0,0,4
janssen,2007-12-01,Department of Gastroenterology Clinical Meeting,Royal Melbourne Hospital Parkville,Gastroenterologists; Registrars and Nurses,Sandwiches; fruit; pastries and juice,27,300,300,$300,$300,27,1,0,0,0,0,0,0,11
janssen,2007-12-01,Journal Club Cases of interest from the outpatient clinic,Princess Alexandra Hospital Woolloongabba,Registrars,Sandwiches and juice,7,75,75,$75,$75,7,0,0,0,0,0,0,1,11
